Lname,Fname,Freq,Times,Rank,Regiment
BOYD,HENRY ORMSBY,0.0,0,Second Lieutenant,
BRADSHAW,WILLIAM FRED,0.0,0,Lieutenant,
BRIGHT,HAROLD,0.0,0,Lieutenant,
BRITTAN,STANLEY VICTOR,0.0,0,Lieutenant,
BRODIE,THOMAS GREGOR,0.0,0,Captain,
BROSSEAU,JACQUES,0.0,0,Lieutenant,
BROWN,WILLIAM ORMISTON,0.0,0,Lieutenant,
BROWNE,HARRY DALZELL,0.0,0,Lieutenant,
BUCHANAN,FITZHERBERT PRICE,0.0,0,Captain,
BULLER,HERBERT CECIL,0.0,0,Major,
BURNS,WILLIAM BEAUMONT,0.0,0,Second Lieutenant,
BUTTERWORTH,ALFRED FRANCIS,0.0,0,Captain,
CAMERON,CHARLES MUNNIS,0.0,0,Lieutenant,
CAMERON,FRANCIS BLAKE,0.0,0,Lieutenant,
CAMPBELL,DUNCAN JOHN MACLEOD,0.0,0,Lieutenant,
CAMPBELL,GEORGE HENDERSON,0.0,0,Lieutenant,
CAMPBELL,HENRY WALLACE,0.0,0,Second Lieutenant,
CAMPBELL,KENNETH CLAUDE,0.0,0,Lieutenant,
CARTHEW,WILLIAM MORDEN,0.0,0,Lieutenant,
CASCADEN,JOHN BRYSON,0.0,0,Lieutenant,
CHAMBERLIN,JAMES RUSSELL,0.0,0,Lieutenant,
CHAPMAN,JACKSON ALEXANDER FLETCHER,0.0,0,Lieutenant,
CHRISTIE,HAROLD REGINALD MORRIS,0.0,0,Second Lieutenant,
CLAPPERTON,GEORGE,0.0,0,Lieutenant,
CLARKE,GEORGE EDWARD,0.0,0,Second Lieutenant,
CLARKE,LIONEL ESMONDE,0.0,0,Lieutenant,
CLEVEN,ENDRE JOHANNES,0.0,0,Captain,
COCKBURN,GEORGE ANGUS,0.0,0,Lieutenant,
COCKSHUTT,HARVEY WATT,0.0,0,Lieutenant,
COLE,DAVID,0.0,0,Second Lieutenant,
COLLINS,NEVILLE LANCELOT,0.0,0,Second Lieutenant,
CONNELL,ERIC MACINTYRE,0.0,0,Lieutenant,
CONNOR,WILLIAM JOSEPH SANDERSON,0.0,0,Lieutenant,
CORBOLD,HENRY MAURICE,0.0,0,Lieutenant,
CORDINGLEY,ROBERT CECIL,0.0,0,Lieutenant,
CORNISH,PHILIP VICTOR,0.0,0,Captain,
CORR,FRANK JOSEPH,0.0,0,Lieutenant,
COTTON,CHARLES PENNER,0.0,0,Lieutenant,
COTTON,ROSS PENNER,0.0,0,Captain,
COWAN,ALAN WILLIAM RUSSELL,0.0,0,Lieutenant,
CRAGG,GERALD EDWIN,0.0,0,Lieutenant,
CRAWFORD,REGINALD WARING LINDSAY,0.0,0,Second Lieutenant,
CREIGHTON,FRANK ALBRO LEGION,0.0,0,Lieutenant Colonel,
CUTTEN,LESLIE RAYMOND,0.0,0,Captain,
DANARD,AVERA,0.0,0,Lieutenant,
DAVIN,HENRY ARTHUR,0.0,0,Lieutenant,
DE QUETTEVILLE,STANLEY NELSON,0.0,0,Engineer Lieutenant,
DE SALIS,FRANK ROBERT LAWSON,0.0,0,Lieutenant,
DEAN,WILLIAM,0.0,0,Second Lieutenant,
DENNISTOUN,JOHN ROMEYN,0.0,0,Lieutenant,
DOBSON,WILFRED JAMES,0.0,0,Captain,
DOULL,JOHN,0.0,0,Lieutenant Colonel,
DUNN,JOSEPH DONALD,0.0,0,Lieutenant,
DUNSTAN,GUY PEIRCE,0.0,0,Second Lieutenant,
ELLIOTT,FRED FLETCHER,0.0,0,Lieutenant,
ELLIOTT,ROBERT CHAMBERS MACDONALD,0.0,0,Second Lieutenant,
ELLIOTT,WILLIAM CARLAW AUSTIN,0.0,0,Second Lieutenant,
ELLIS,JOHN REGINALD MITCHINSON,0.0,0,Lieutenant,
EVANS,WILLIAM LAURENCE,0.0,0,Lieutenant,
FENNELL,THOMAS HAROLD,0.0,0,Lieutenant,
FIFE,GORDON STANLEY,0.0,0,Lieutenant,
FISHER,EDWIN MAURICE,0.0,0,Captain,
FISHER,HAROLD LAURENCE,0.0,0,Lieutenant,
FISHER,HARRY WATERMAN,0.0,0,Lieutenant,
FJELDSTED,ASGEIR,0.0,0,Captain,
FORD,ROBERT BERTRAM,0.0,0,Lieutenant,
FORSTER,THOMAS BURTON,0.0,0,Second Lieutenant,
FRASER,FINLAY DAVID,0.0,0,Captain,
FRENCH,BERTRAM ST GEORGE,0.0,0,Captain,
FULLER,HOWARD,0.0,0,Lieutenant,
GALLEN,HAROLD,0.0,0,Lieutenant,
GANE,FRANCIS EGMONT,0.0,0,Captain,
GARDINER,STANLEY TYSOE,0.0,0,Second Lieutenant,
GILDEA,JOHN ARTHUR KNOX,0.0,0,Second Lieutenant,
GILES,GEORGE M,0.0,0,Lieutenant Colonel,
GIVEEN,BUTLER MILDMAY,0.0,0,Lieutenant,
GODWIN,JOHN CHARLES RAYMOND,0.0,0,Second Lieutenant,
GODWIN,JOHN LOCKHART,0.0,0,Lieutenant,
GORDON,DAVID ELDER,0.0,0,Second Lieutenant,
GORDON,HENRY RUSSELL,0.0,0,Lieutenant,
GORDON,RONALD HENRY,0.0,0,Captain,
GORE BROWNE,HAROLD THOMAS THIRLWALL,0.0,0,Second Lieutenant,
GOULT,HARRY GEORGE,0.0,0,Lieutenant,
GRANT,OSWALD WETHERALD,0.0,0,Lieutenant,
GRASETT,HUGH MACKAY,0.0,0,Lieutenant,
GREENSHIELDS,MELVILLE,0.0,0,Captain,
GREENWOOD,HENRY SMITH,0.0,0,Lieutenant Colonel,
GRONDIN,MAURICE MARCEL,0.0,0,Lieutenant,
HAFFNER,HENRY JOHN,0.0,0,Lieutenant,
HAGARTY,DANIEL GALER,0.0,0,Lieutenant,
HALL,GORDON WILLIAM,0.0,0,Lieutenant,
HARLING,THOMAS LESLIE,0.0,0,Lieutenant,
HARRIS,HAMILTON SNOW,0.0,0,Captain,
HARVIE,JAMES,0.0,0,Second Lieutenant,
HAVERSON,JAMES BLAIN,0.0,0,Lieutenant,
HAY,ARCHIBALD WALTER,0.0,0,Lieutenant Colonel,
HAYDON,GEORGE FRANCIS,0.0,0,Second Lieutenant,
HENDERSON,ELMES POLLOCK,0.0,0,Captain,
HENDERSON,MAURICE RUSSELL,0.0,0,Lieutenant,
HENEKER,FREDERICK CHRISTIAN,0.0,0,Major,
HETHERINGTON,FRANCIS MARTIN,0.0,0,Lieutenant,
HETHERINGTON,JOHN EDGAR,0.0,0,Lieutenant,
HEWSON,CHARLES VICTOR,0.0,0,Second Lieutenant,
HIPWELL,JACK BASIL,0.0,0,Lieutenant,
HOARE,CHARLES WALTER,0.0,0,Lieutenant,
HODDING,JAMES DOUGLAS,0.0,0,Second Lieutenant,
HOLCROFT,HERBERT SPENCER,0.0,0,Lieutenant,
HOLMES,WILLIAM DUMBLETON,0.0,0,Captain,
HOPE,JOHN WILLIAM JACOB,0.0,0,Lieutenant,
HUGHES,FREDRICK GORDON,0.0,0,Second Lieutenant,
HULL,HAROLD LOUIS,0.0,0,Lieutenant,
INCE,WILLIAM CAMPBELL,0.0,0,Lieutenant,
INGOLDBY,ROGER HUGH,0.0,0,Second Lieutenant,
JAMESON,CHARLES INGLIS,0.0,0,Lieutenant,
JAY,FREDERICK WILLIAM,0.0,0,Captain,
JOHNSTON,JOHN LYONEL LUKIN,0.0,0,Captain,
JONES,HERBERT FRANCIS,0.0,0,Second Lieutenant,
JONES,JOHN HAROLD RYLE,0.0,0,Second Lieutenant,
JONES,STANLEY LIVINGSTON,0.0,0,Major,
JONES,TRAFFORD,0.0,0,Lieutenant,
KENNEDY,JOHN KEEFER,0.0,0,Lieutenant,
KENNY,FRANCIS JOSEPH LEO,0.0,0,Second Lieutenant,
KIMBALL,MERRITT PAUL,0.0,0,Lieutenant,
KING,ARTHUR MILES,0.0,0,Lieutenant,
KNIGHT,GEORGE WILLIAM,0.0,0,Lieutenant,
KYLIE,EDWARD JOSEPH,0.0,0,Captain,
LAMBART,CHARLES EDWARD KILCOURSIE,0.0,0,Lieutenant,
LANDRY,EVARISTE,0.0,0,Private,
LAYTON,FRANCIS PAUL HAMILTON,0.0,0,Lieutenant,
LEGGE,DAVID ST CLARE,0.0,0,Second Lieutenant,
LEMESURIER,GEORGE STUART,0.0,0,Lieutenant,
LEWIS,SPENCER HERBERT,0.0,0,Captain,
LOFT,AMBROSE ARTHUR,0.0,0,Captain,
LUCAS,CLIFTON MALET,0.0,0,Second Lieutenant,
MACDONALD,NORMAN MACLEOD,0.0,0,Lieutenant,
MACDONELL,IAN CAMERON,0.0,0,Lieutenant,
MACDOUGALL,ANDREW,0.0,0,Lieutenant,
MACDOUGALL,EWAN ALAN,0.0,0,Major,
MACFARLANE,BRUCE CAMPBELL,0.0,0,Lieutenant,
MACHUTCHEON,JOHN CHISHOLM,0.0,0,Second Lieutenant,
MACK JOST,NORMAN ROY,0.0,0,Lieutenant,
MACKENZIE,GEORGE LAWRENCE BISSET,0.0,0,Lieutenant,
MACKENZIE,KENNETH,0.0,0,Captain,
MACLAURIN,HOWARD JAMES,0.0,0,Lieutenant,
MACLEAN,DUGALD BLACK,0.0,0,Captain,
MACLEOD,DAVID DOUGLAS,0.0,0,Captain,
MACNAMARA,WILLIAM JAMES,0.0,0,Captain,
MAGUIRE,JOHN REGINALD,0.0,0,Second Lieutenant,
MAJOR,ALBERT FREDERICK,0.0,0,Lieutenant,
MALLALUE,MAXWELL,0.0,0,Captain,
MALLINSON,ERIC,0.0,0,Lieutenant,
MALONE,MAURICE EDWARD,0.0,0,Lieutenant,
MALONEY,FRANCIS JOSEPH,0.0,0,Captain,
MANN,ROY,0.0,0,Private,
MARSHALL,WILLIAM RENWICK,0.0,0,Lieutenant Colonel,
MASON,VERE KARSDALE,0.0,0,Second Lieutenant,
MASTERMAN,FREDERICK MICHEL,0.0,0,Second Lieutenant,
MATHESON,HOMER LINDSAY,0.0,0,Second Lieutenant,
MATHEWSON,KENNETH,0.0,0,Second Lieutenant,
MATTHEW,ROBERT THEODORE,0.0,0,Lieutenant,
MATTHEWS,HAROLD STRATTON,0.0,0,Lieutenant,
MCCARTHY,WILLIAM OFFLEY,0.0,0,Captain,
MCCLURE,JAMES HANNAY STEWART,0.0,0,Captain,
MCCOY,JOHN HENRY,0.0,0,Lieutenant,
MCGOVERN,ARTHUR LAWRENCE,0.0,0,Captain,
MCGOWAN,CHARLES,0.0,0,Lieutenant,
MCKINNEY,DANIEL JOSEPH,0.0,0,Captain,
MCKNIGHT,AUGUSTUS W,0.0,0,Lieutenant,
MCLEAN,ATHOLL ARCHIBALD,0.0,0,Second Lieutenant,
MCLEAN,JOHN VICTOR,0.0,0,Second Lieutenant,
MCLENNAN,WILLIAM NORMAN,0.0,0,Lieutenant,
MCNAIR,GEORGE ORME,0.0,0,Captain,
MCNAUGHTON,PETER,0.0,0,Captain,
MEAD,THOMAS HALLARD,0.0,0,Second Lieutenant,
MELLARD,RICHARD BARTLETT,0.0,0,Second Lieutenant,
MERCER,MALCOLM SMITH,0.0,0,Major General,
MERRY,NORMAN CUTHBERT ROSS,0.0,0,Captain,
MICHELSON,WALTER,0.0,0,Second Lieutenant,
MILLS,JOHN,0.0,0,Lieutenant,
MILNE,JOHN CLARENCE,0.0,0,Captain,
MONRO,DAVID HENRY CARMICHAEL,0.0,0,Lieutenant,
MOORS,WILLIAM WELLINGTON,0.0,0,Major,
MORISON,ROBERT WILLIAM,0.0,0,Lieutenant,
MORRIS,ALFRED GEORGE,0.0,0,Second Lieutenant,
MORRISEY,GEORGE,0.0,0,Lieutenant,
MOULT,HENRY,0.0,0,Private,
MOWAT,MORDEN MAXWELL,0.0,0,Second Lieutenant,
MURRAY,AUSTIN RUSSELL,0.0,0,Lieutenant,
NATION,GEORGE WALTER,0.0,0,Lieutenant,
NAYLOR,SAMUEL DAWSON,0.0,0,Lieutenant (S),
NICOL,EWEN CAMERON,0.0,0,Lieutenant,
NISBET,POLLOC SINCLAIR,0.0,0,Lieutenant,
NODDER,FREDERICK MAY,0.0,0,Second Lieutenant,
NOTMAN,WILFRED MCKENZIE,0.0,0,Lieutenant,
NYE,CHARLES,0.0,0,Lieutenant,
O'SULLIVAN,ALFRED,0.0,0,Lieutenant,
ORMSBY,JOHN ANTHONY NINIAN,0.0,0,Lieutenant,
OSLER,RALPH FEATHERSTONE LAKE,0.0,0,Lieutenant,
OTTY,GEORGE NUGENT DICKSON,0.0,0,Lieutenant,
PAGE,HENRY RAUTHMELL,0.0,0,Lieutenant,
PAGE,REGINALD,0.0,0,Second Lieutenant,
PALMER,REGINALD,0.0,0,Lieutenant,
PATTERSON,NOLAN TWEEDDALE,0.0,0,Lieutenant,
PAYNE,RICHARD NORMAN,0.0,0,Lieutenant,
PEAKER,CECIL HOWARD,0.0,0,Lieutenant,
PELLY,WILLIAM FRANCIS HENRY,0.0,0,Captain,
PERKINS,WILLIAM,0.0,0,Private,
PERRY,WILLIAM CLAUDE,0.0,0,Second Lieutenant,
PETERS,GERALD HAMILTON,0.0,0,Lieutenant,
PILCHER,NORMAN CAMPBELL,0.0,0,Major,
PINEO,HENRY HOYT,0.0,0,Captain,
PITTS,HARRY JAMES,0.0,0,Captain,
PLANTE,LOUIS ALEXANDRE,0.0,0,Major,
PLATT,HENRY ERROL BEAUCHAMP,0.0,0,Lieutenant,
POPE,CHARLES ALEXANDER,0.0,0,Lieutenant,
PRICE,HAROLD,0.0,0,Captain,
PRIMROSE,HOWARD PRIMROSE,0.0,0,Lieutenant,
PRINGLE,THOMAS STANLEY,0.0,0,Lieutenant,
PROSSER,ARTHUR DILLWYN,0.0,0,Lieutenant,
QUANBURY,JOHN HENRY,0.0,0,Lieutenant,
RALPH,JOHN GRAY,0.0,0,Second Lieutenant,
RAYNER,FAIRBURN ANDREW,0.0,0,Lieutenant,
RHODES,WILLIAM HERBERT,0.0,0,Second Lieutenant,
RICHARDS,JOSEPH VANSTON,0.0,0,Lieutenant,
RICHARDSON,ALAN SKIRVING,0.0,0,Lieutenant,
RICHARDSON,PAUL,0.0,0,Lieutenant,
RICHARDSON-JONES,CHARLES HARRY,0.0,0,Second Lieutenant,
RILEY,THOMAS,0.0,0,Captain,
RIMMER,ALFRED BALDWIN,0.0,0,Lieutenant,
ROBINSON,FREDERICK REGINALD,0.0,0,Lieutenant,
ROCHE,CHARLES JOSEPH,0.0,0,Lieutenant,
ROGERS,CLARENCE ELIAS,0.0,0,Second Lieutenant,
ROGERS,GEORGE STANLEY,0.0,0,Lieutenant,
ROGERS,RALPH BEVERLEY,0.0,0,Lieutenant,
ROSE,EDWARD LEIGH,0.0,0,Lieutenant,
ROSS,CHARLES FREDERICK DOUGLAS,0.0,0,Lieutenant,
ROSS,GEORGE ADAM RUSSELL,0.0,0,Lieutenant,
ROSS,JOHN ALEXANDER,0.0,0,Second Lieutenant,
ROUGH,ALEXANDER,0.0,0,Captain,
ROUNDING,LEWIS ARTHUR,0.0,0,Captain,
ROUQUETTE,JOHN HECTOR,0.0,0,Second Lieutenant,
ROWLES,BERTIE HAMILTON,0.0,0,Lieutenant,
RUSSELL,JAMES,0.0,0,Lieutenant,
RUST,BENJAMIN HENRY,0.0,0,Captain,
RYCKMAN,EDWARD GURNEY,0.0,0,Second Lieutenant,
SACHS,ROY TESSIEY SEAVER,0.0,0,Lieutenant,
SARA,JOHN THOMAS LEONARD,0.0,0,Lieutenant,
SAUNDERS,AUSTIN LYMAN,0.0,0,Captain,
SAUNDERS,THOMAS BREHAUT,0.0,0,Lieutenant,
SAWYER,CHARLES QUINTON,0.0,0,Captain,
SCALE,GEORGE DEVEREUX,0.0,0,Captain,
SCOTT,ARTHUR GEORGE,0.0,0,Captain,
SCOTT,FRANK WILLIAM,0.0,0,Lieutenant,
SELBIE,ROBERT JOSEPH,0.0,0,Lieutenant,
SERVICE,ALBERT NIVEN PARKER,0.0,0,Lieutenant,
SHAW,ALFRED ERNEST,0.0,0,Lieutenant Colonel,
SHIELD,JAMES COLEMAN,0.0,0,Captain,
SIMPSON,COLIN,0.0,0,Second Lieutenant,
SIMPSON,JAMES DUNCAN,0.0,0,Lieutenant,
SIMPSON,JOHN CLARK,0.0,0,Lieutenant,
SKINNER,FRANK WILLIAM,0.0,0,Lieutenant,
SMITH,CHARLES JOHN,0.0,0,Major,
SMITH,GEORGE LANDER,0.0,0,Lieutenant,
SOUPER,NOEL BEAUMONT,0.0,0,Second Lieutenant,
SPRUYT DE BAY,MICHEL HUBERT ALEXANDER,0.0,0,Lieutenant,
STEPHENS,GEOFFREY DUNCAN,0.0,0,Second Lieutenant,
STEPHENS,LAURENCE DE KALISZ,0.0,0,Lieutenant,
STEVENS,WILLIAM DUNCAN,0.0,0,Lieutenant,
STEWART,CHARLES WALTER,0.0,0,Major,
SUTHERLAND,JOHN ELLIOT,0.0,0,Lieutenant,
SYMONS,JOHN HANNAFORD,0.0,0,Captain,
TAGGART,HERBERT,0.0,0,Second Lieutenant,
TANNER,ARTHUR WILLIAM,0.0,0,Lieutenant Colonel,
TAYLOR,HOWARD,0.0,0,Lieutenant,
THOMSON,JOHN LESLIE,0.0,0,Lieutenant,
THORPE,JAMES STOKESBURY,0.0,0,Lieutenant,
THURSTON,ARNOLD MONROE,0.0,0,Lieutenant,
TURNBULL,KENNETH,0.0,0,Lieutenant,
UGLOW,HENRY WRIGHT,0.0,0,Lieutenant,
VALLANCE,HENRY WALTER,0.0,0,Lieutenant,
VAN ALLEN,KENNETH MARSDEN,0.0,0,Flight Sub Lieutenant,
VANDER SMISSEN,WILLIAM HENRY VICTOR,0.0,0,Captain,
VANSITTART,GEORGE EDWARD,0.0,0,Major,
VAUGHAN,EDWARD WILMOT,0.0,0,Second Lieutenant,
VESSEY,EDWARD JOHN,0.0,0,Captain,
VOYCE,THOMAS ARCHIBALD,0.0,0,Lieutenant,
WALKER,JAMES GILBERT,0.0,0,Lieutenant,
WALLACE,WILLIAM ROSS,0.0,0,Flight Sub Lieutenant,
WALSH,FREDERICK WILLIAM,0.0,0,Second Lieutenant,
WALSH,JOHN PARNELL,0.0,0,Captain,
WANKLYN,ANDREW ANGUS,0.0,0,Lieutenant,
WARDE,BASIL CHARLES CONROY,0.0,0,Second Lieutenant,
WARDEN,WALTER GEORGE,0.0,0,Captain,
WATERSTON,DOUGLAS,0.0,0,Captain,
WATSON,FREDERICK JOHNSTON,0.0,0,Lieutenant,
WATTS,ROBERT EDWARD,0.0,0,Lieutenant,
WEBSTER,LISTER OLNY,0.0,0,Major,
WELCH,JAMES STANLEY LIGHTFOOT,0.0,0,Lieutenant,
WEST,EDWARD LYNN,0.0,0,Captain,
WESTON,WHITFORD WELLS,0.0,0,Lieutenant,
WHITE,JOHN STANLEY,0.0,0,Lieutenant,
WHITEHEAD,EDWARD ASHWORTH,0.0,0,Captain,
WHITEHEAD,HERBERT HOWARD,0.0,0,Lieutenant,
WHITTAKER,ROGER D'ARCY ADJT,0.0,0,Captain,
WHITTIER,DOUGLAS H,0.0,0,Flight Sub Lieutenant,
WILCOX,FREDERICK ALEXANDER,0.0,0,Lieutenant,
WILKINSON,THOMAS ORDE LAWDER,0.0,0,Lieutenant,
WILLEY,CHESTER MATTHEW,0.0,0,Second Lieutenant,
WILLIAMS,ARTHUR JAMES,0.0,0,Major,
WILLIAMS,GEORGE KNOX,0.0,0,Flight Sub Lieutenant,
WILSON,ARTHUR DESMOND LIOYD,0.0,0,Lieutenant,
WILSON,CHARLES ARTHUR,0.0,0,Lieutenant,
WILSON,HAROLD MACKENZIE,0.0,0,Lieutenant,
WOOD,STANLEY WILLIS,0.0,0,Captain,
WOODSIDE,HUGH MARR,0.0,0,Second Lieutenant,
WOOLLATT,PHILIP REGINALD,0.0,0,Second Lieutenant,
YELLOWLEES,NORMAN JAMES,0.0,0,Captain,
YOUNG,ALEXANDER,0.0,0,Major,
ZIEGLER,ERIC HALLMAN,0.0,0,Lieutenant,
ACHESON,DUDLEY ALAN HERBERT,0.0,0,Lieutenant,
ACKERMAN,ARTHUR ROSS,0.0,0,Lieutenant,
AGNEW,AUGUSTUS WATEROUS,0.0,0,Major,
AIKEN,JAMES DOUGLAS,0.0,0,Second Lieutenant,
ALEXANDER,JOHN,0.0,0,Lieutenant,
ALLAN,JAMES ROBERT,0.0,0,Captain,
ALLAN,JOHN,0.0,0,Second Lieutenant,
ALLAN,WILLIAM DONALD,0.0,0,Lieutenant Colonel,
ALLEN,BERTRAM KERR,0.0,0,Lieutenant,
ALLPORT,ALFRED THOMAS,0.0,0,Private,
AMBERY,COLLEY LYONS FOSTER,0.0,0,Captain,
ANSLEY,ALFRED JAMES,0.0,0,Major,
ARBUCKLE,JOHN FARAFEE,0.0,0,Lieutenant,
ARCHBALD,FREDERICK FROTHINGHAM,0.0,0,Lieutenant,
ARMSTRONG,PAUL LYNDON,0.0,0,Lieutenant,
ASHPLANT,WILLIAM NORMAN,0.0,0,Major,
ASTBURY,NEVILLE AYRTON,0.0,0,Lieutenant,
ATKINSON,JOSEPH HENRY,0.0,0,Lieutenant,
ATTERBURY,LEWIS JOHN ROWLEY,0.0,0,Second Lieutenant,
AYTOUN,FREDERICK ERNEST,0.0,0,Major,
BAIN,GEORGE,0.0,0,Private,
BAKER,EDWARD,0.0,0,Captain,
BAKER,HAROLD CARL,0.0,0,Second Lieutenant,
BAKER,HARRY CHARLES,0.0,0,Captain,
BAKER,THOMAS MASSEY,0.0,0,Lieutenant,
BARCLAY,LINDSAY TRAILL,0.0,0,Lieutenant,
BARNES,REGINALD BROOKE,0.0,0,Lieutenant,
BARR,HERBERT CARRICK,0.0,0,Second Lieutenant,
BARR,JAMES STEVENSON,0.0,0,Lieutenant,
BARTLETT,WALTER HARRY,0.0,0,Lieutenant,
BATES,BERARD JOHN,0.0,0,Lieutenant,
BAUSET,MAURICE EDOUARD,0.0,0,Captain,
BEALE,OSCAR CHILD,0.0,0,Second Lieutenant,
BEATON,WILLIAM EVENS,0.0,0,Captain,
BEATTY,CARL JOHN,0.0,0,Second Lieutenant,
BEAUDRY,ABEL,0.0,0,Lieutenant,
BEECROFT,HARVEY TAYLOR,0.0,0,Lieutenant,
BEERS,FRANCIS CHARLES COLE-BOWEN,0.0,0,Lieutenant,
BELL,CHARLES ARTHUR,0.0,0,Lieutenant,
BELL,CHARLES HASKEL,0.0,0,Lieutenant,
BELL,DAVID HUNTER,0.0,0,Captain,
BELL,TREVOR,0.0,0,Lieutenant,
BELL,WILLIAM DOUGLAS,0.0,0,Lieutenant,
BELZILE,CHARLES EUGENE,0.0,0,Lieutenant,
BERTRAM,JAMES KNOWLES,0.0,0,Staff Captain,
BERTRAM,ROLF GUILLAUME,0.0,0,Lieutenant,
BILLMAN,WALTER MELVILLE,0.0,0,Second Lieutenant,
BINET,LOUIS JOSEPH,0.0,0,Lieutenant,
BISHOP,ARTHUR LEONARD,0.0,0,Lieutenant,
BLAIR,JAMES KENT,0.0,0,Lieutenant,
BLAIR,ORMOND THOMAS,0.0,0,Lieutenant,
BLAKEY,GEORGE,0.0,0,Second Lieutenant,
BOTHAMLEY,WILLIAM BROUGHTON,0.0,0,Second Lieutenant,
BOTHWELL,GEORGE EDWIN,0.0,0,Lieutenant,
BOTTOMLEY,JOHN CECIL,0.0,0,Second Lieutenant,
BOUCHER,EDGAR ALLEN,0.0,0,Captain,
BOWLBY,GEORGE HERBERT,0.0,0,Captain,
BOWRING,CHARLES THURSTON,0.0,0,Lieutenant,
BOYD,MOSSOM RICHARD,0.0,0,Lieutenant,
BOYD,WILLIAM GASTON (TONY),0.0,0,Second Lieutenant,
BREWSTER,HAROLD STAPLES,0.0,0,Lieutenant,
BRICKMAN,HUGH MARTON G,0.0,0,Lieutenant,
BRIMER,CHARLES TORRYBURN,0.0,0,Flight Sub Lieutenant,
BROCK,JOHN DANIEL,0.0,0,Lieutenant,
BROOKS,ERNEST JOHN,0.0,0,Major,
BROPHY,JOHN BERNARD,0.0,0,Lieutenant,
BROWN,DOUGLAS PATON MCRAE,0.0,0,Second Lieutenant,
BROWN,JACK IOOSOS,0.0,0,Private,
BROWNLEE,WILLIAM FISHER,0.0,0,Lieutenant,
BRYSON,ELMER CLARK,0.0,0,Lieutenant,
BUCHANAN,VICTOR CARL,0.0,0,Lieutenant Colonel,
BURROWS,BRUCE HOSMER ACTON,0.0,0,Lieutenant,
CAMPBELL,DUNCAN FREDERICK,0.0,0,Lieutenant Colonel,
CAMPBELL,ROLAND PLAYFAIR,0.0,0,Lieutenant Colonel,
CAMPBELL,WARREN KNIGHT,0.0,0,Lieutenant,
CAREY,CONRAD GEORGE,0.0,0,Lieutenant,
CAREY,WILLIAM VINCENT,0.0,0,Lieutenant,
CARLYLE,WILLIAM MACKAY,0.0,0,Second Lieutenant,
CARMICHAEL,KENNETH MILLER,0.0,0,Lieutenant,
CARRICK,LAWRENCE STANLEY,0.0,0,Lieutenant,
CARROLL,HORACE YEOMANS,0.0,0,Lieutenant,
CARSS,ADAIR,0.0,0,Lieutenant,
CASEY,CHARLES FREDERICK,0.0,0,Lieutenant,
CASEY,WILLIAM ARCHER,0.0,0,Major,
CAVANAGH,HARRY,0.0,0,Lieutenant,
CHATTERTON,WILLOUGHBY,0.0,0,Lieutenant,
CHAUVIN,EDWARD HENRY,0.0,0,Lieutenant,
CLARK,RALPH BRADFORD,0.0,0,Lieutenant,
CLINKSKILL,JAMES THOMAS,0.0,0,Captain,
CODE,JOHN EDMOND,0.0,0,Captain,
COLLETT,ARTHUR LEIGH,0.0,0,Lieutenant,
CONNERS,ALLAN DE VERE,0.0,0,Major,
CONRAD,ERVIN SIMEON,0.0,0,Lieutenant,
COOKE,JOHN SODEN,0.0,0,Lieutenant,
COPP,THOMAS PEARSON,0.0,0,Lieutenant,
COTTAM,BARTHOLOMEW,0.0,0,Lieutenant,
COTTON,WILLIAM MARTIN VERNON,0.0,0,Second Lieutenant,
COWAN,STEWART,0.0,0,Lieutenant,
CRAIG,ALEXANDER FRASER,0.0,0,Lieutenant,
CREASY,WALTER,0.0,0,Lieutenant,
CREERY,CUTHBERT JOHN,0.0,0,Second Lieutenant,
CROMIE,SAMUEL OSBORNE,0.0,0,Second Lieutenant,
CROW,GORDON WILSON,0.0,0,Lieutenant,
CRUMB,ERIC LEANDER,0.0,0,Lieutenant,
CUDDY,WILSON MACWILLIAM,0.0,0,Lieutenant,
CULLUM,JOHN ARTHUR,0.0,0,Captain,
CURRIER,EVERETT DYSON,0.0,0,Lieutenant,
DANN,EYRE FREDERICK MORTON,0.0,0,Lieutenant,
DAVIDSON,GEORGE THOROLD,0.0,0,Sub-Lieutenant,
DAVIES,ERNEST LANGFORD,0.0,0,Lieutenant,
DAVIS,DONALD,0.0,0,Captain,
DAVIS,IRWIN,0.0,0,Lieutenant,
DAVIS,REGINALD,0.0,0,Second Lieutenant,
DAW,FREDERICK POLE,0.0,0,Captain,
DECHENE,ARTHUR MIVILLE,0.0,0,Captain,
DEVLIN,HENRY LYMAN,0.0,0,Lieutenant,
DICKEY,HORACE ARTHUR,0.0,0,Captain,
DIVER,FREDERICK GEORGE,0.0,0,Lieutenant,
DOANE,WILLIAM EDWARD EVERETT,0.0,0,Lieutenant,
DOBBIE,HERBERT WILLIAM,0.0,0,Second Lieutenant,
DODWORTH,CECIL GRAYSON,0.0,0,Lieutenant,
DOUGAN,WILLIAM ALEXANDER,0.0,0,Lieutenant,
DRADER,ROBERT EUGENE,0.0,0,Lieutenant,
DRAKES,PERCY WILLIAM,0.0,0,Lieutenant,
DRUMMOND,GREGOR STUART,0.0,0,Lieutenant,
DUFF,JAMES ROBERTSON,0.0,0,Lieutenant,
DUNCAN,HENRY AULUS,0.0,0,Lieutenant,
DUNK,STEPHEN,0.0,0,Lieutenant,
