LnameCas,FnameCas,LnameSol,FnameSol,Regiment,RankCasualtie,RankSoldier,Junk
MACLARDY,FRANK EDGAR,MCLARDY,FRANK EDGAR,709936,709936,Sapper,0
MACLAREN,WILLIAM,MCLAREN,WILLIAM D,437495,437495,Private,0
MACLEAN,JOHN NEIL,MCLEAN,JOHN NEIL,1031118,1031118,Private,0
MACLEAN,RONALD,MCLEAN,RONALD,716117,716117,Private,0
MACLEOD,ALEXANDER KENNETH,MCLEOD,ALEX KENNETH,877171,877171,Private,0
MACLEOD,JOHN,MCLEOD,JOHN,276106,276106,Private,0
MACLEOD,MURDO KENNETH,MCLEOD,MURDO KENNETH,440419,440419,Private,0
MACMULLIN,STEVEN PENNINGTON,MCMULLIN,STEPHIN PENNINGTON,817686,817686,Private,0
MACNAB,CHARLES STEVENSON,MCNAB,CHARLES STEVENSON,796059,796059,Private,0
MACPHEE,DANIEL,MCPHEE,DANIEL,712665,712665,Private,0
MACPHEE,JOHN VICTOR,MCPHEE,JOHN VICTOR,1009983,1009983,Private,0
MACPHERSON,EDWARD MOORE,MCPHERSON,EDWARD MOORE,536277,536277,Private,0
MACPHERSON,ERNEST ROY,MCPHERSON,ERNEST ROY,782400,782400,Private,0
MACPHERSON,JOHN ROBERT,MCPHERSON,JOHN ROBERT,712949,712949,Private,0
MACQUARRIE,HEATH WARD,MCQUARRIE,HEATH WARD,2060353,2060353,Private,0
MACRITCHIE,DANIEL MADISON,MCRITCHIE,DANIEL MADISON,2556,2556,Lance Corporal,0
MACWATT,THOMAS,MCWATT,THOMAS,1075140,1075140,Private,0
MARTINBEAULT,LORENZO,MARTINBAULT,LORENZO,61499,61499,Corporal,0
MASASKEPEW,CHARLES,MASUSKEPEW,CHARLES,1051098,1051098,Private,0
MCCALMONT,ALEXANDER,MCCALMONTE,ALEXANDER,880093,880093,Private,0
MCDERMOTT,JAMES HENRY MURRAY,MURRAY,JAMES,526600,526600,Private,0
MCDONALD,JOHN COLIN,MACDONALD,JOHN COLIN,877306,877306,Private,0
MCGILLIVRAY,ARCHIBALD DUNCAN,MACGILLIVRAY,ARCHIE DUNCAN,1042393,1042393,Private,0
MCINTOSH,ALEXANDER DUNCAN,MCINGOSH,ALEXANDER DUNCAN,335173,335173,Gunner,0
MCIVER,JAMES NEIL,MACIVER,JAMES NEIL,3188884,3188884,Private,0
MCKAY,ELMER REAGH,MACKAY,ELMER,712172,712172,Private,0
MCKENZIE,ALEXANDER,MACKENZIE,ALEXANDER,455881,455881,Private,0
MCKENZIE,FINLEY,MACKENZIE,FINLEY,46516,46516,Private,0
MCKINTOSH,WILLIAM,MCINTOSH,WILLIAM,859109,859109,Private,0
MCLATCHIE,ALFRED,MCLASCHIE,ALFRED,150164,150164,Sergeant,0
MCLAUGHLAN,ROBERT,MCLAUGHLIN,ROBERT,709558,709558,Private,0
MCLEOD,LOUIS,MACLEOD,LOUIS,1054637,1054637,Private,0
MCLOUGHLIN,CHARLES,MCLAUGHLIN,C,4110,4110,Private,0
MCMILLAN,HUGH,MACMILLAN,HUGH,1042117,1042117,Private,0
MICHIE,GEORGE TOMASSON,MICKIE,GEORGE TOMASSON,3205338,3205338,Private,0
MORISSETTE,HORMISDAS,MORRISSETTE,HORMISDAS,417337,417337,Corporal,0
NARESKY,JOHN,NORSKIN,JOHN,1051191,1051191,Private,0
NEVILLS,GORDON,NEVILS,GORDON,643484,643484,Private,0
NORMAND,JAMES,NORMAN,JAMES,288292,288292,Private,0
O'BRIEN,ANDREW,OBRIEN,ANDREW,3032051,3032051,Private,0
O'BRIEN,DANIEL,OBRIEN,DANIEL,63690,63690,Private,0
O'BRIEN,ERNEST PATRICK,OBRIEN,ERNEST PATRICK,654319,654319,Private,0
O'BRIEN,GEORGE,OBRIEN,GEORGE,246444,246444,Private,0
O'BRIEN,JAMES EDWARD,OBRIEN,JAMES EDWARD,902453,902453,Private,0
O'BRIEN,THOMAS PATRICK,OBRIEN,THOMAS PATRICK,3081402,3081402,Private,0
O'CONNOR,JAMES,OCONNOR,JAMES JOSEPH,3035872,3035872,Private,0
O'CONNOR,JOHN,OCONNOR,JOHN,760092,760092,Private,0
O'CONNOR,RANDALL JAMES,OCONNOR,RANDALL J,3320457,3320457,Private,0
O'CONNOR,WILLIAM JOSEPH,OCONNOR,WILLIAM JOSEPH,1078829,1078829,Private,0
O'DONNELL,GEORGE EDWARD,ODONNELL,GEORGE,210688,210688,Private,0
O'DONOGHUE,HERBERT,ODONOGHUE,HERBERT V F,434419,434419,Private,0
O'DONOHOE,WILLIAM AUGUSTUS,ODONOHOE,WILLIAM AUGUSTUS,3032088,3032088,Private,0
O'HANDLEY,LAWRENCE,OHANDLEY,LAURENCE,877400,877400,Private,0
O'HARA,CHARLES,OHARA,CHARLES,1057092,1057092,Private,0
O'HEARN,PHILIP PATRICK,OHEARN,PHILIP PATRICK,2621863,2621863,Private,0
O'MALLEY,GEORGE,OMALLEY,GEORGE,73501,73501,Private,0
O'MEARA,ALBERT,OMEARA,ALBERT,246797,246797,Sapper,0
O'MULVENNY,THORPE HARRISON,OMULVENNY,THORPE HARRISON,190394,190394,Private,0
O'NEIL,CHARLES HENRY,ONEIL,CHARLES HENRY,3081601,3081601,Private,0
O'NEIL,NORMAN ROBERT,ONEIL,NORMAN ROBERT,213383,213383,Private,0
O'NEIL,RUSSELL,ONEIL,RUSSELL,213382,213382,Private,0
O'NEILL,HERBERT VICTOR,ONEILL,HERBERT VICTOR,159592,159592,Private,0
O'NEILL,PATRICK,ONEILL,PATRICK,3080100,3080100,Private,0
O'NEILL,ROBERT JOHN,ONEILL,ROBERT JOHN,3032820,3032820,Private,0
O'SHEA,GUY CHARLES,OSHEA,GUY CHARLES,639188,639188,Corporal,0
O'SHEA,JEREMIAH,OSHEA,JERRY,725156,725156,Private,0
O'SULLIVAN,JOHN LAWRENCE,OSULLIVAN,JOHN LAWRENCE,440767,440767,Private,0
O'TOOLE,JOHN JOSEPH,OTOOLE,JOHN JOSEPH,469554,469554,Private,0
PANASIUK,VASSELY,PANASUICK,VASSELY,1003887,1003887,Private,0
PARKS,HARVEY,PARKES,HARVEY,297374,297374,Private,0
PEDANICUT,JOHN,PEDANTCUT,JOHN,1003625,1003625,Private,0
PETERS,ADRIEN,PETER,ADRIEN R,713083,713083,Private,0
PRATTE,MARC AURELE,PRATT,MARK AURELIUS,920005,920005,Private,0
PURVES,WILLIAM,PURVIS,W,65804,65804,Private,0
PUTHERBOUGH,ROBERT,PETERBOUGH,ROBERT,2147495,2147495,Private,0
RANO,VINCENT,RANA,VINCENT,3031343,3031343,Private,0
RAPPAPORT,MEYER DAVID,RAPORT,MELVIN DAVID,850736,850736,Private,0
RAYNER,FREDERICK,RAYNOR,FRED,164467,164467,Private,0
ROBBINSON,JOHN,ROBINSON,JOHN,152647,152647,Private,0
SANDERCOCK,JAMES CECIL,SANDERCOTT,JAMES CECIL,727784,727784,Private,0
SCHOFFIELD,CHARLES WILLIAM,SCHOFIELD,CHARLES WILLIAM,67661,67661,Private,0
SEATTER,THOMAS RENDALL,SEATER,THOMAS RENDALL,441084,441084,Second Lieutenant,0
SEELEY,EDWIN BRUCE,SELLEY,EDWIN BRUCE,1018063,1018063,Private,0
SEYMOUIR,NOEL,SEYMOUR,NOEL,2203395,2203395,Private,0
SIDDALL,CHARLES HAROLD,SIDDAL,CHARLES,132884,132884,Private,0
SMITH,WILLIAM EDWARD,SARGENT,W H,71641,71641,Private,0
SNOWDEN,JOHNSTON LAWERENCE,SNOWDON,JOHNSTON LAWRENCE,651679,651679,Private,0
SOLTAU,CECIL HENRY,SOLTAN,CECIL HENRY,2005255,2005255,Sapper,0
SPEARANCE,ERNEST EDWARD,SPEARENCE,ERNEST EDWARD,2255362,2255362,Private,0
SPRACKETT,GEORGE FRANCIS,SPRACKET,GEORGE FRANCIS,1093124,1093124,Private,0
STEEDMEN,GEORGE ALFRED,STEEDEN,GEORGE A,693260,693260,Private,0
SWAIN,BENJAMIN,SWAINE,BENJAMIN,902431,902431,Private,0
TEDMAN,CHARLES SAMUEL,TEDMON,CHARLES SAMUEL,526811,526811,Private,0
TERRAS,JOHN,TERRIS,JOHN,19922,19922,Sergeant,0
TOWNES,FREDERICK,TOWNS,FREDERICK,436853,436853,Private,0
TRACEY,JOHN FREDERICK,TRACY,JOHN FREDERICK,550535,550535,Private,0
TUTTY,CHARLES,TUFFY,CHARLES,225912,225912,Private,0
TWYMAN,JAMES STEPHEN,TUGMAN,JAMES STEPHEN,772517,772517,Private,0
VAN ALSTYNE,JAMES ALVIN,VANALSTYNE,JAMES ALVIN,2273320,2273320,Private,0
VAN BUSKIRK,JAMES HENRY,VANBUSKIRK,JAMES HENRY,709427,709427,Private,0
VAN DUZER,HARRY,VANDUZER,HARRY NORMAN,784888,784888,Second Lieutenant,0
VAN VLACK,MALCOLM CLARKE,VANVLACK,MALCOM CLARKE,2003598,2003598,Private,0
VAN WART,WENDELL MACDONALD,VANWART,WENDELL M,709026,709026,Private,0
VEINOTT,HERBERT OLIVER,VEINOT,HERBERT OLIVER,733729,733729,Sergeant,0
WALTENBURG,WILLIAM HENRY,WALTENBURGH,WILLIAM HENRY,838442,838442,Sapper,0
WHETSONE,ARTHUR SAMUEL,WHETSTONE,ARTHUR SAMUEL,100220,100220,Corporal,0
WILLIS,WILLIAM,WELLS,WILLIAM,14643,14643,Sergeant,0
ZERON,DALTON,ZERAN,DALTON,633814,633814,Private,0
ACHARD,JEAN JOSEPH,ACHERD,JOHN JOSEPH,829632,829632,Private,0
ALLEBAUGH,GEORGE,ALLENBAUGH,GEORGE,2772575,2772575,Private,0
ANDERSEN,GUSTAV,ANDERSON,GUSTAVE,2378374,2378374,Private,0
ANDERSEN,OLAT,ANDERSON,OLAF,256197,256197,Private,0
ARNNETT,RICHARD ANDREW,ARNNET,RICHARD ANDREW,3215097,3215097,Private,0
BAILIE,THOMAS,BAILLIE,THOMAS,3033371,3033371,Private,0
BARNHARDT,CLARENCE NEAL,BARNHART,CLARENCE NEIL,2009110,2009110,Sapper,0
BARRON,COME,BARON,COME,3090617,3090617,Private,0
BATEMAN,CHARLES EDWARD,BATES,CHARLES C,3082849,3082849,Private,0
BELL-BODDY,WILLIAM JOHN,BELLBODDY,WILLIAM JOHN,868262,868262,Private,0
BELLEMARRE,CHARLES,BELLEMARE,CHARLES,3159317,3159317,Private,0
BELTON,ALEXANDER,BELTER,ALEXANDER KIRKWOOD,770247,770247,Private,0
BIJL,ABRAM,BIJIL,ABRAHAM,761184,761184,Private,0
BIRKES,HARRY,BIRKS,HARRY,4040112,4040112,Private,0
BONNELL,AMOS WALTER,BONELL,AMOS WALTER,246099,246099,Private,0
BOUCHIR,MOSES JOSEPH,BOUCHIE,MOSES JOSEPH,2022542,2022542,Private,0
BOVINEAU,ELI,BOVNEAU,ELI,624880,624880,Private,0
BROSSARD,LEO ANTONIO,BROSSORD,LEO A,3159173,3159173,Private,0
COLLINS,HERMAS,COLLIN,HERMAS,3159717,3159717,Private,0
CRIESS,LOUIS JAMES,CREISS,LEWIS G,225548,225548,Corporal,0
CUNDAY,JAMES EDWARD,CUNDY,JAMES EDWARD,105400,105400,Private,0
D'ANGELO,PHILLIP,DANGELO,PHILLIP,2529353,2529353,Private,0
D'AOUST,EUGENE,DAOUST,EUGENE,4035188,4035188,Private,0
D'ORNELLAS,FREDERICK ALEXANDER,DORNELLAS,FREDERICK ALEXANDER,3322867,3322867,Private,0
DE COSTE,DAVID,DECOSTE,DAVID,3180248,3180248,Private,0
DE ERNSTED,HENRI,DEERNSTED,HENRI,3281298,3281298,Corporal,0
DE LA ROCHELLE,WILMOT MARION,DELAROCHELLE,WILMONT MARION,2203920,2203920,Private,0
DE LONG,DAVID HENRY,DELONG,DAVID HENRY,3134556,3134556,Private,0
DE PEW,ALFRED STEELE,DEPEW,ALFRED S,3206693,3206693,Private,0
DE ROCHE,JOSEPH HARLAND,DEROCHE,JOSEPH HARLAN,4030104,4030104,Private,0
DE VARENNE,ARTHUR,DEVARENNE,ARTHUR,445013,445013,Private,0
DELECOURT,RAOUL,DELCOURT,RAOUL,3161722,3161722,Private,0
DIXSON,NELSON ROBERT,DIXON,NELSON ROBERT,633203,633203,Private,0
DODD,ROBERT,DODDS,ROBERT,163563,163563,Corporal,0
DOUGLASS,CARROL,DOUGLAS,CARROL A,3080090,3080090,Private,0
DUBOC,JOHN JOSEPH,DUBOE,JOHN JOSEPH,2115495,2115495,Private,0
DUGULD,GEORGE,DUGUID,GEORGE,703402,703402,Private,0
EGEINS,CHARLES,EGEANS,CHARLES,3235998,3235998,Private,0
EGLINTON,WALTER,EGLINGTON,WALTER EDMOND,2015444,2015444,Private,0
ELLIOT,BURTON BELL,ELLIOTT,BURTON BELL,2293703,2293703,Private,0
ERIKSSON,ERIK,ERIKSON,ERIK,258997,258997,Private,0
ERLENDSON,GUDLANGER GUDJON,ERLENDSSON,GUDLAUGUR GUDJON,3347767,3347767,Private,0
EVELEIGH,ALEXANDER,EVELEY,ALEXANDER,877327,877327,Private,0
FAREBROTHER,WILLIAM EDWARD,FAIRBROTHER,WILLIAM E,2355399,2355399,Private,0
GILDAY (DENTON),FRANCIS JOSEPH,GILDAY,FRANCIS JOSEPH,1045800,1045800,Private,0
GORMELY,JOHN,GORMLEY,JOHN,69363,69363,Private,0
GREEN,ELTON SYRUS,GREENE,ELTON SYRUS,225473,225473,Private,0
GREGOIRE,ROSARIO,GREGORIE,ROSARIO,2129591,2129591,Private,0
GRIFFEN,ERNEST,GRIFFIN,ERNEST,2115630,2115630,Private,0
GUENETTE,PETER,GUENET,PETER,754330,754330,Private,0
HANSEN,CHRISTINO WILHELM,HANSON,CHRISTIAN W,3206134,3206134,Private,0
HAWTHORNE,GEORGE,HAWTHORN,GEORGE,2379746,2379746,Private,0
HELLGREN,JOHN SEVERNS,HILLGREN,JOHN S,3348301,3348301,Private,0
HENNESSEY,ARTHUR CLAUD,HENNESSY,ARTHUR CLAUDE,814613,814613,Private,0
HEPPELL,FREDERICK,HEPPEL,FREDERICK,3380074,3380074,Private,0
HERLEHY,DAVID,HERLEY,DAVID,3056513,3056513,Private,0
HITCHIN-KEMP,REGINALD PYM,HITCHEN-KEMP,REGINALD,512312,512312,Second Lieutenant,0
JAGGER,HERBERT WILLIAM,JAGGERS,HERBERT WILLIAM,2020648,2020648,Private,0
JOHNSSON,GUDNE,JOHNSON,GUDNE,294031,294031,Private,0
KAVANAGH,JOSEPH,KAVANAUGH,JOSEPH LINCOLN,3134337,3134337,Private,0
KRUMREI,FRED,KRUMSEI,FRED,902467,902467,Private,0
LE BLANC,DENNIS,LEBLANC,DENNIS,283545,283545,Private,0
LE BLANC,EDMOND,LEBLANC,EDMOND HENRY,817416,817416,Private,0
LE BLANC,ELOI,LEBLANC,ELOI B,3255488,3255488,Private,0
LE BLANC,FELICIEN,LEBLANC,FELICIEN,3255853,3255853,Private,0
LE BLANC,PASCAL LEO,LEBLANC,PASCAL LEO,666206,666206,Private,0
LE BLANC,WALLACE,LEBLANC,WALLACE,121136,121136,Private,0
LE BOUFFE,FELIS NAPOLEON,LEBOUFFE,FELIX NAPOLEON,793107,793107,Private,0
LE CORNU,PHILIP FRANCIS,LECORNU,PHILIP FRANCIS,1054442,1054442,Private,0
LEELLAND,FRANK,LEELAND,FRANK,2378558,2378558,Private,0
MACDONALD,ARCHIBALD,MCDONALD,ARCHIE,160531,160531,Private,0
MACDONALD,ARCHIBALD EWEN,MCDONALD,ARCHIBALD EWEN,49450,49450,Private,0
MACDONALD,ARTHUR BASIL,MCDONALD,ARTHUR BASIL,2138597,2138597,Private,0
MACDONALD,CHARLES,MCDONALD,CHARLES,715491,715491,Private,0
MACDONALD,EDWARD HARKENS,MCDONALD,EDWARD H,414858,414858,Private,0
MACDONALD,FREDERICK,MCDONALD,FREDERICK,928499,928499,Private,0
MACDONALD,JOHN RODERICK,MCDONALD,JOHN RODERICK,258946,258946,Sapper,0
MACDONALD,JOHN WALLACE,MCDONALD,JOHN WALLIS,75693,75693,Corporal,0
MACDONALD,STRATHCONA,MCDONALD,STRATHCONA,342859,342859,Corporal,0
MACDONALD,WILLIAM,MCDONALD,WILLIAM,2000154,2000154,Sergeant,0
MACDONNELL,HUGH ALEXANDER,MCDONNELL,HUGH,438938,438938,Private,0
MACDOUGALL,DONALD,MCDOUGALL,DONALD,718043,718043,Sapper,0
MACFADYEN,MARTIN CHARLES,MCFADYEN,MARTIN CHARLES,652216,652216,Private,0
MACFARLANE,RALPHE,MCFARLANE,RALPH,252710,252710,Private,0
MACGREGOR,GREGOR,MCGREGOR,GREGOR,3082165,3082165,Private,0
MACKENZIE,LEE ARTHUR,MCKENZIE,LEE ARTHUR,336165,336165,Gunner,0
MACKINNON,JOHN,MCKINNON,JOHN DANIEL,2383657,2383657,Private,0
MACLEAN,JOHN LANG,MCLEAN,JOHN LANG,1030853,1030853,Private,0
MACLEAN,JOHN MURCHISON,MCLEAN,JOHN MURCHISON,895243,895243,Private,0
MACLENNAN,NICHOLAS OLIVER,MCLENNAN,NICHOLAS OLIVER CROMWELL,713229,713229,Private,0
MACLEOD,DONALD JAMES,MCLEOD,DONALD JAMES,3256139,3256139,Private,0
MACLEOD,JOHN CAMERON,MCLEOD,JOHN CAMERON,712157,712157,Private,0
MACLEOD,NORMAN,MCLEOD,NORMAN,2138758,2138758,Private,0
MACLEOD,NORMAN,MCLEOD,NORMAN,737152,737152,Private,0
MACLEOD,NORMAN IAN,MCLEOD,NORMAN IAN,3312161,3312161,Private,0
MACLEOD,PHILIP,MCLEOD,PHILIP A,715826,715826,Private,0
MACLEOD,ROY MUNRO,MCLEOD,ROY,905008,905008,Corporal,0
MACPHEE,HAROLD LEE,MCPHEE,HAROLD,712311,712311,Corporal,0
MACPHERSON,HOWARD,MCPHERSON,HOWARD,2655616,2655616,Private,0
MACPHERSON,JOHN ALEXANDER,MCPHERSON,JOHN ALEXANDER,3132546,3132546,Private,0
MACPHERSON,STUART,MCPHERSON,STUART,652234,652234,Private,0
MACTAVISH,DONALD ELMER,MCTAVISH,D E,3352704,3352704,Private,0
MACUMBER,CHARLES LESLEY,MCCUMBER,CHARLES,414884,414884,Private,0
MAGUIRE,WILLIAM,MCGUIRE,WILLIAM,1263713,1263713,Private,0
MANNETTE,JOSEPH,MANNETT,JOSEPH CLARENCE,3182211,3182211,Private,0
MCCUISH,ARCHIE,MACCUISH,ARCHIE,2381020,2381020,Private,0
MCEACHREN,ALBERT,MCEACHERN,ALBERT,282157,282157,Private,0
MCKENZIE,ALBERT,MACKENZIE,ALBERT,829774,829774,Private,0
MCMILLEN,NEIL JOSEPH,MCMILLAN,NEIL JOSEPH,838554,838554,Private,0
MCNEIL,ANGUS RODERICK,MACNEIL,ANGUS RODERICK,222416,222416,Sergeant,0
MCNEILL,LAURIE,MACNEILL,L,102620,102620,Private,0
MCNUTT,BEN,MACNUTT,BEN,91906,91906,Gunner,0
METCALFE,JAMES GROVER,METCALF,JAMES GROVER,3214027,3214027,Private,0
MICUNOVICH,SALETTO,MICHUNOVICH,SALETTO,1015582,1015582,Private,0
MULLIN,PATRICK JOSEPH,MULLAN,PATRICK JOSEPH,3105106,3105106,Private,0
MURDUCK,CHARLES HENRY,MURDOCK,CHARLES H,454705,454705,Private,0
NETHOWSKI,CHARLES,NETKOWSKI,CHARLES,773077,773077,Private,0
NIELSEN,RICHARD EMANUEL,NIELSON,RICHARD EMANUEL,3214030,3214030,Private,0
O'BOYLE,DESMOND GLADSTONE,OBOYLE,DESMOND G,754709,754709,Private,0
O'BRIEN,HAROLD WELDON,OBRIEN,HAROLD W,905085,905085,Private,0
O'BRIEN,JAMES,OBRIEN,JAMES,2356324,2356324,Private,0
O'BRIEN,PATRICK,OBRIEN,PATRICK,1060253,1060253,Private,0
O'CONNELL,JOSEPH KANE,OCONNELL,JOSEPH KANE,226434,226434,Private,0
O'CONNELL,PATRICK,OCONNELL,PATRICK,2021678,2021678,Private,0
O'DAY,MICHAEL JAMES,ODAY,MICHAEL JAMES,877775,877775,Private,0
O'DONNELLY,DANIEL,ODONNELLY,DANIEL,3105019,3105019,Private,0
O'DONOHUE,JOHN MARTIN,ODONOHUE,JOHN MARTIN,919795,919795,Private,0
O'DONOVAN,CORNELIUS,ODONOVAN,CONELIOUS,410569,410569,Corporal,0
O'HALEY,SIMON,OHALEY,SIMON,902342,902342,Private,0
O'HARA,ALLAN FRANCIS,OHARA,ALLAN FRANCIS,1009096,1009096,Private,0
O'HARA,STANLEY,OHARA,STANLEY,3032332,3032332,Private,0
O'HARE,WILLIAM,OHARE,WILLIAM,348158,348158,Driver,0
O'LARY,BENJAMIN,OLARY,BEN,2501000,2501000,Sapper,0
O'LEARY,CYRIL DOUGLAS,OLEARY,CYRIL DOUGLAS,639598,639598,Private,0
O'LEARY,JOSEPH PATRICK,OLEARY,JOSEPH PAT,529289,529289,Private,0
O'NEILL,JAMES,ONEILL,JAMES,273632,273632,Private,0
O'NEILL,TIMOTHY,ONEILL,TIMOTHY,3082337,3082337,Private,0
O'ROURKE,MICHAEL,OROURKE,MICHAEL,285324,285324,Private,0
O'SHEA,PATRICK,OSHEA,PATRICK,931733,931733,Lance Corporal,0
O'TOOLE,DANIEL,OTOOLE,DANIEL,724053,724053,Private,0
OLSEN,OLAF GUSSTAV,OLSIN,OLAF GUSTAN,3314114,3314114,Private,0
PECKHAM,JOHN SIDNEY,PEEKHAM,JOHN SIDNEY,542357,542357,Private,0
PHILPOTT,JERRY,PHILPOT,JERRY,23566,23566,Private,0
PIGULSKI,JOSEPH,PIGULSKY,JOSEPH,2497940,2497940,Private,0
RAITHBY,FRANK,RAITBY,FRANK,426512,426512,Private,0
RODGER,WELLINGTON JOHN,RODGERS,WELLINGTON JOHN,1045456,1045456,Private,0
SAUVE,STEPHEN,SAUVI,STEPHEN,3317340,3317340,Private,0
SCANLAN,PETER DENIS,SCANLON,PETER DENIS,2016,2016,Private,0
SEIVWRIGHT,HARRY,SEIVEWRIGHT,HARRY,24428,24428,Private,0
SERAFINI,FRANCESCO,SERAFIN,FRANK,2021398,2021398,Private,0
SHEARMAN,ARTHUR CHARLES,SHERMAN,ARTHUR,174403,174403,Private,0
SILVERBURG,CARL,SILVERBERG,CARL GUSTAVE,2293905,2293905,Private,0
SIMS,ROBERT RANDOLPH,SIMMS,ROBERT RANDOLPH,2617008,2617008,Private,0
SMILLIE,BERTRAM SECOTTE,SMILLEE,BERTRAM SCOTTE,474078,474078,Lance Corporal,0
SORENSEN,SOREN PETER CHRISTIAN,SORENSON,SOREN PETER CHRISTIAN,2188735,2188735,Private,0
STANDING BUFFALO,JOSEPH,STANDINGBUFFALO,JOSEPH,2413310,2413310,Private,0
THOMSON,JOHN,THOMNSON,JOHN STORRIE,527664,527664,Quartermaster Sergeant,0
THORNGUIST,JULIUS BIAR,THORNQUIST,JULIUS BIOR,186848,186848,Private,0
TOLMIE-ANDERSON,WILLIAM,TOLMIE,WILLIAM,2025214,2025214,Private,0
TRACEY,EDWARD JOSEPH,TRACY,EDWARD JOSEPH,874817,874817,Private,0
TRACEY,HERBERT JAMES,TRACY,HERBERT JAMES,335414,335414,Gunner,0
TREWHELLA,JOHN,TREWHELLE,JOHN,931577,931577,Private,0
USSHE,ROBERT LIONEL,USSHER,ROBERT L,133242,133242,Private,0
VAILLENCOURT,JOSEPH,VAILLANCOURT,JOSEPH,644628,644628,Private,0
VAN ALLEN,GEORGE CLINTON,VANALLEN,GEORGE CLINTON,3057479,3057479,Private,0
VAN BRUNT,HARRY GILBERT,VANBRUNT,HARRY GILBERT,1000609,1000609,Private,0
VAN BUREN,GEORGE,VANBUREN,GEORGE,681768,681768,Private,0
VAN EVERY,FREDERICK,VANEVERY,FRED,270157,270157,Private,0
VAN GESTEL,GEORGE,VANGESTEL,GEORGE,449,449,Private,0
VAN HATTEN,HENRY,VANHATTEN,HENRY,602242,602242,Private,0
VANDERBERT,NORMAN DANIEL,VANDERBURG,NORMAN DANIEL,3056544,3056544,Private,0
VAULEON,CHARLES,VAULEONS,CHARLES,2320390,2320390,Private,0
VERRAULT,JEAN BAPTISTE,VERREAULT,JEAN BAPTISTE,660672,660672,Private,0
VON BERG,LESLIE CYRIL,VONBERG,LESLIE CYRIL,1054208,1054208,Private,0
WEATHERBY,ALONZO,WEATHERBE,ALONZO,901199,901199,Corporal,0
WETHERLY,ALBERT LAURIE,WETHERLEY,ALBERT LAURIE,523533,523533,Private,0
WHELEN,EDWARD JOHN,WHELAN,EDWARD JOHN,883770,883770,Private,0
WHYNOT,LE ROY,WHYNOTT,LEROY,282897,282897,Private,0
WILLETTE,MIDY,WILLETT,MIDY,304657,304657,Driver,0
WILSON,FRANCIS GEORGE DUDLEY,WILLSON,FRANCIS GEORGE DUDLEY,442813,442813,Lieutenant,0
YEATS,EDWIN LEE,YEATES,EDWIN LEE,657935,657935,Private,0
BEALS,GEORGE,BEALES,GEORGE C,6653,6653,Private,0
BELIVEAU,HERVE,BELLIVEAU,HERVE,3167130,3167130,Private,0
BERTHELETTE,MICHAEL,BERTHELET,MICHEL,3347109,3347109,Private,0
BREAULT,PIERRE,BREAUX,PIERRE,4061799,4061799,Private,0
BRENNEN,BERT,BRENNAN,BERT,3207145,3207145,Private,0
BURBRIDGE,EARDLEY LOFTIC,BURBIDGE,EARDLEY,282335,282335,Private,0
BUSSIERES,ERNEST,BUSSIERE,ERNEST,3348956,3348956,Private,0
B0YCE,ROBERT FRANKLIN,BOYCE,ROBERT FRANKLIN,832328,832328,Private,0
CLENDENING,WILLIAM JAMES,CLENDENNING,WILLIAM JAMES,679043,679043,Signaller,0
COLLINS,TOM GEORGE,COLLINGS,TOM GEORGE,20950,20950,Sergeant,0
DE GRECHIE,ALBERT,DEGRECHIE,ALBERT,793592,793592,Private,0
DE MOREST,RINALDO VERNOR,DEMOREST,R VERNON,318859,318859,Corporal,0
DU RUSSEL,HARRY LUCIAN,DURUSSEL,HARRY LUCIAN,3354389,3354389,Private,0
FINNO,JOSEPH WARD,FINNS,JOSEPH,23515,23515,Private,0
GAETZ,ALVIN ROY,GAETEZ,ALVIN ROY,3190637,3190637,Private,0
GOLBY,GORDON EARL,GOLDBY,GORDON EARL,528729,528729,Private,0
HUTCHINSON,JOHN THOMAS,HUTCHISON,JOHN THOMAS,412121,412121,Private,0
LAFERRIERE,SIMEON,LAFERRIER,SIMON,633079,633079,Private,0
LARSEN,JOHANES,LARSON,JOHANES,4080319,4080319,Private,0
LAVIGNE,THEODORE,LEVIGNE,THEODORE,4061469,4061469,Private,0
MACGREGOR,HAROLD,MCGREGOR,HAROLD E,3055595,3055595,Private,0
MACLEOD,ALEXANDER JOHN,MCLEOD,ALEXANDER JOHN,464260,464260,Sergeant,0
MACLURKIN,WILLIAM GEORGE,MCLURKIN,WILLIAM GEORGE,835879,835879,Private,0
MCDONALD,WILLIAM,MACDONALD,WILLIAM JOHN,29001,29001,Private,0
MCMULLEN,ARTHUR,MCMULLON,ARTHUR,742594,742594,Private,0
MCNEILL,STEPHEN JOS,MACNEIL,STEPHEN JOSEPH,2605900,2605900,Sergeant,0
MODRZEJEWSKY,JOSEPH,MODRZEJEWSKI,JOSEPH,536329,536329,Private,0
O'BRIENE,JOHN,OBRIENE,JOHN,727011,727011,Private,0
O'DEA,ANDREW,ODEA,ANDREW,1030755,1030755,Private,0
O'DONNELL,THOMAS JAMES,ODONNELL,THOMAS JAMES,2499613,2499613,Sapper,0
O'HANDLEY,MALCOLM,OHANDLEY,MALCOLM,877635,877635,Private,0
O'HARE,JOHN THOMAS,OHARE,JOHN THOMAS,3215154,3215154,Private,0
O'MAHONEY,JOHN FRANCIS,OMAHONY,JOHN F,3131681,3131681,Private,0
